excel_order,new_project_order,project_name,version_index,old_name,new_name
75,65,佛山市顺德区保塑管业有限公司迁扩建项目,1,076_佛山市顺德区保塑管业有限公司迁扩建项目_01_受理公告或公示版.pdf,065_佛山市顺德区保塑管业有限公司迁扩建项目_01_受理公告或公示版.pdf
76,66,佛山市顺德区中润基誉新材料科技有限公司新建项目,1,078_佛山市顺德区中润基誉新材料科技有限公司新建项目_01_受理公告或公示版.pdf,066_佛山市顺德区中润基誉新材料科技有限公司新建项目_01_受理公告或公示版.pdf
77,67,广东周杨科电器有限公司迁扩建项目,1,079_广东周杨科电器有限公司迁扩建项目_01_受理公告或公示版.pdf,067_广东周杨科电器有限公司迁扩建项目_01_受理公告或公示版.pdf
78,68,佛山市科镁电器科技有限公司新建项目,1,080_佛山市科镁电器科技有限公司新建项目_01_受理公告或公示版.pdf,068_佛山市科镁电器科技有限公司新建项目_01_受理公告或公示版.pdf
79,69,佛山市优力塑电器有限公司新建项目,1,082_佛山市优力塑电器有限公司新建项目_01_报批稿或报告表.pdf,069_佛山市优力塑电器有限公司新建项目_01_报批稿或报告表.pdf
80,70,佛山市永佳奕科技有限公司扩建项目,1,083_佛山市永佳奕科技有限公司扩建项目_01_受理公告或公示版.pdf,070_佛山市永佳奕科技有限公司扩建项目_01_受理公告或公示版.pdf
81,71,佛山市凌锴源模具科技有限公司迁扩建项目,1,084_佛山市凌锴源模具科技有限公司迁扩建项目_01_受理公告或公示版.pdf,071_佛山市凌锴源模具科技有限公司迁扩建项目_01_受理公告或公示版.pdf
82,72,佛山市集北龙华海绵制造股份有限公司搬迁扩建项目,1,085_佛山市集北龙华海绵制造股份有限公司搬迁扩建项目_01_受理公告或公示版.pdf,072_佛山市集北龙华海绵制造股份有限公司搬迁扩建项目_01_受理公告或公示版.pdf
83,73,佛山市新得雅科技有限责任公司新建项目,1,086_佛山市新得雅科技有限责任公司新建项目_01_受理公告或公示版.pdf,073_佛山市新得雅科技有限责任公司新建项目_01_受理公告或公示版.pdf
84,74,佛山市丰友享家具配件实业有限公司迁扩建项目,1,087_佛山市丰友享家具配件实业有限公司迁扩建项目_01_受理公告或公示版.pdf,074_佛山市丰友享家具配件实业有限公司迁扩建项目_01_受理公告或公示版.pdf
85,75,佛山市京耘科技有限公司新建项目,1,088_佛山市京耘科技有限公司新建项目_01_受理公告或公示版.pdf,075_佛山市京耘科技有限公司新建项目_01_受理公告或公示版.pdf
85,75,佛山市京耘科技有限公司新建项目,2,129_佛山市京耘科技有限公司新建项目_01_受理公告或公示版.pdf,075_佛山市京耘科技有限公司新建项目_02_受理公告或公示版.pdf
86,76,高晖（佛山）新材料科技有限公司新建项目,1,089_高晖（佛山）新材料科技有限公司新建项目_01_受理公告或公示版.pdf,076_高晖(佛山)新材料科技有限公司新建项目_01_受理公告或公示版.pdf
87,77,佛山市顺佳利智能科技有限公司扩建项目（重新报批）,1,091_佛山市顺佳利智能科技有限公司扩建项目（重新报批）_01_报批稿或报告表.pdf,077_佛山市顺佳利智能科技有限公司扩建项目(重新报批)_01_报批稿或报告表.pdf
88,78,佛山市天日塑料科技有限公司迁扩建项目,1,092_佛山市天日塑料科技有限公司迁扩建项目_01_报批稿或报告表.pdf,078_佛山市天日塑料科技有限公司迁扩建项目_01_报批稿或报告表.pdf
89,79,佛山市顺德区福晟鑫塑料制品有限公司迁扩建项目,1,093_佛山市顺德区福晟鑫塑料制品有限公司迁扩建项目_01_受理公告或公示版.pdf,079_佛山市顺德区福晟鑫塑料制品有限公司迁扩建项目_01_受理公告或公示版.pdf
90,80,佛山市顺德区谦和丰塑料制品厂新建项目,1,094_佛山市顺德区谦和丰塑料制品厂新建项目_01_受理公告或公示版.pdf,080_佛山市顺德区谦和丰塑料制品厂新建项目_01_受理公告或公示版.pdf
90,80,佛山市顺德区谦和丰塑料制品厂新建项目,2,125_佛山市顺德区谦和丰塑料制品厂新建项目_01_受理公告或公示版.pdf,080_佛山市顺德区谦和丰塑料制品厂新建项目_02_受理公告或公示版.pdf
91,81,华硕（广东）新材料股份有限公司建设项目,1,095_华硕（广东）新材料股份有限公司建设项目_01_受理公告或公示版.pdf,081_华硕(广东)新材料股份有限公司建设项目_01_受理公告或公示版.pdf
92,82,佛山市顺德区谦迅盛塑料制品厂新建项目,1,096_佛山市顺德区谦迅盛塑料制品厂新建项目_01_受理公告或公示版.pdf,082_佛山市顺德区谦迅盛塑料制品厂新建项目_01_受理公告或公示版.pdf
92,82,佛山市顺德区谦迅盛塑料制品厂新建项目,2,126_佛山市顺德区谦迅盛塑料制品厂新建项目_01_受理公告或公示版.pdf,082_佛山市顺德区谦迅盛塑料制品厂新建项目_02_受理公告或公示版.pdf
93,83,佛山赫昶塑胶制品有限公司新建项目,1,097_佛山赫昶塑胶制品有限公司新建项目_01_报批稿或报告表.pdf,083_佛山赫昶塑胶制品有限公司新建项目_01_报批稿或报告表.pdf
94,84,佛山市东来晟塑料制品有限公司新建项目,1,098_佛山市东来晟塑料制品有限公司新建项目_01_报批稿或报告表.pdf,084_佛山市东来晟塑料制品有限公司新建项目_01_报批稿或报告表.pdf
95,85,佛山市宇纳电器科技有限公司迁扩建项目,1,099_佛山市宇纳电器科技有限公司迁扩建项目_01_受理公告或公示版.pdf,085_佛山市宇纳电器科技有限公司迁扩建项目_01_受理公告或公示版.pdf
96,86,佛山市承帆新材料科技有限公司新建项目,1,100_佛山市承帆新材料科技有限公司新建项目_01_受理公告或公示版.pdf,086_佛山市承帆新材料科技有限公司新建项目_01_受理公告或公示版.pdf
97,87,广东顺德铁夫汽车配件有限公司迁扩建项目,1,101_广东顺德铁夫汽车配件有限公司迁扩建项目_01_受理公告或公示版.pdf,087_广东顺德铁夫汽车配件有限公司迁扩建项目_01_受理公告或公示版.pdf
98,88,佛山市顺腾丰家具配件有限公司新建项目,1,102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版.pdf,088_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版.pdf
99,89,广东顺德优线三维科技有限公司迁扩建项目,1,103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版.pdf,089_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版.pdf
100,90,佛山市邦博恩智能科技有限公司新建项目,1,104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表.pdf,090_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表.pdf
101,91,佛山市加合新材料有限公司新建项目,1,105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表.pdf,091_佛山市加合新材料有限公司新建项目_01_报批稿或报告表.pdf
102,92,思邦自行车配件（佛山）有限公司改扩建项目,1,106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版.pdf,092_思邦自行车配件(佛山)有限公司改扩建项目_01_受理公告或公示版.pdf
103,93,佛山市顺德区凯和电器有限公司迁扩建项目,1,107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版.pdf,093_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版.pdf
104,94,佛山志兴盈包装有限公司新建项目,1,108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版.pdf,094_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版.pdf
104,94,佛山志兴盈包装有限公司新建项目,2,156_佛山志兴盈包装有限公司新建项目_01_报批稿或报告表.docx,094_佛山志兴盈包装有限公司新建项目_02_报批稿或报告表.docx
104,94,佛山志兴盈包装有限公司新建项目,3,156_佛山志兴盈包装有限公司新建项目_02_报批稿或报告表.pdf,094_佛山志兴盈包装有限公司新建项目_03_报批稿或报告表.pdf
104,94,佛山志兴盈包装有限公司新建项目,4,156_佛山志兴盈包装有限公司新建项目_03_报批稿或报告表.pdf,094_佛山志兴盈包装有限公司新建项目_04_报批稿或报告表.pdf
105,95,佛山市顺德区昶新塑料制品有限公司搬迁、扩建项目,1,109_佛山市顺德区昶新塑料制品有限公司搬迁、扩建项目_01_受理公告或公示版.pdf,095_佛山市顺德区昶新塑料制品有限公司搬迁、扩建项目_01_受理公告或公示版.pdf
106,96,佛山市宇象汇科技有限公司建设项目,1,110_佛山市宇象汇科技有限公司建设项目_01_受理公告或公示版.pdf,096_佛山市宇象汇科技有限公司建设项目_01_受理公告或公示版.pdf
107,97,广东创卓电器有限公司迁扩建项目,1,111_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版.pdf,097_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版.pdf
107,97,广东创卓电器有限公司迁扩建项目,2,148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版.pdf,097_广东创卓电器有限公司迁扩建项目_02_受理公告或公示版.pdf
108,98,佛山市顺德区湛宏塑料制品有限公司改扩建项目,1,112_佛山市顺德区湛宏塑料制品有限公司改扩建项目_01_受理公告或公示版.pdf,098_佛山市顺德区湛宏塑料制品有限公司改扩建项目_01_受理公告或公示版.pdf
109,99,佛山市智枞电器制造有限公司扩建项目,1,113_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版.pdf,099_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版.pdf
109,99,佛山市智枞电器制造有限公司扩建项目,2,151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版.pdf,099_佛山市智枞电器制造有限公司扩建项目_02_受理公告或公示版.pdf
110,100,佛山创顺塑胶有限公司建设项目,1,114_佛山创顺塑胶有限公司建设项目_01_受理公告或公示版.pdf,100_佛山创顺塑胶有限公司建设项目_01_受理公告或公示版.pdf
111,101,佛山市顺德区天玛仕电子有限公司改扩建项目,1,115_佛山市顺德区天玛仕电子有限公司改扩建项目_01_受理公告或公示版.pdf,101_佛山市顺德区天玛仕电子有限公司改扩建项目_01_受理公告或公示版.pdf
112,102,佛山市洲友尚包装材料有限公司新建项目,1,117_佛山市洲友尚包装材料有限公司新建项目_01_受理公告或公示版.pdf,102_佛山市洲友尚包装材料有限公司新建项目_01_受理公告或公示版.pdf
112,102,佛山市洲友尚包装材料有限公司新建项目,2,141_佛山市洲友尚包装材料有限公司新建项目_01_受理公告或公示版.pdf,102_佛山市洲友尚包装材料有限公司新建项目_02_受理公告或公示版.pdf
113,103,佛山万美塑料制品有限公司迁扩建项目,1,118_佛山万美塑料制品有限公司迁扩建项目_01_受理公告或公示版.pdf,103_佛山万美塑料制品有限公司迁扩建项目_01_受理公告或公示版.pdf
